time_th,open,high,low,close,tick_volume,tr,atr14,range,body,upper_wick,lower_wick,close_pos,swing_high,swing_low,structure_event,bos_up,bos_dn,choch_up,choch_dn,ema20,ema50,pdh,pdl,pdc,sweep_prev_high,sweep_prev_low
2025-12-05T03:00:00+0700,1.16556,1.16593,1.16406,1.16435,4087,0.0018699999999998163,0.00201428571428573,0.0018699999999998163,0.0012099999999999334,0.00036999999999998145,0.00028999999999990145,0.15508021390370585,0,0,,0,0,0,0,1.1642093440600136,1.161385118967342,1.16815,1.1651799999999999,1.16557,0,0
2025-12-05T07:00:00+0700,1.16417,1.16532,1.16406,1.1653,2769,0.0012599999999998168,0.0018757142857142822,0.0012599999999998168,0.0011300000000000754,1.999999999990898e-05,0.00010999999999983245,0.984126984127054,0,0,,0,0,0,0,1.1643132160542982,1.161538643713721,1.16815,1.1651799999999999,1.16557,0,1
2025-12-05T11:00:00+0700,1.1653,1.16587,1.1646,1.16587,3172,0.0012699999999998823,0.0018221428571428516,0.0012699999999998823,0.0005699999999999594,0.0,0.0006999999999999229,1.0,0,0,,0,0,0,0,1.1644614811919842,1.1617085008229868,1.16815,1.1651799999999999,1.16557,0,1
2025-12-05T15:00:00+0700,1.16587,1.16713,1.16478,1.1654,5787,0.0023500000000000743,0.001849285714285712,0.0023500000000000743,0.00046999999999997044,0.0012600000000000389,0.0006200000000000649,0.26382978723406186,1,0,,0,0,0,0,1.1645508639356046,1.1618532654965952,1.16815,1.1651799999999999,1.16557,0,1
2025-12-05T19:00:00+0700,1.1654,1.16564,1.16411,1.16513,6482,0.0015300000000000313,0.0018992857142857064,0.0015300000000000313,0.00026999999999999247,0.00024000000000001798,0.0010200000000000209,0.6666666666666666,0,0,,0,0,0,0,1.164606019751261,1.1619817648888855,1.16815,1.1651799999999999,1.16557,0,0
2025-12-05T23:00:00+0700,1.16513,1.16597,1.16275,1.16437,10247,0.0032200000000000006,0.002007857142857133,0.0032200000000000006,0.0007600000000000939,0.0008399999999999519,0.0016199999999999548,0.5031055900620977,0,1,,0,0,0,0,1.1645835416797123,1.1620754211677529,1.16815,1.1651799999999999,1.16557,0,0
2025-12-06T03:00:00+0700,1.16437,1.16482,1.16394,1.16419,4113,0.0008799999999999919,0.001853571428571407,0.0008799999999999919,0.00017999999999984695,0.00045000000000006146,0.0002500000000000835,0.2840909090910066,0,0,,0,0,0,0,1.1645460615197396,1.162158345827841,1.16713,1.16275,1.16437,0,0
2025-12-08T07:00:00+0700,1.16329,1.16529,1.16329,1.16511,5391,0.0020000000000000018,0.0018807142857142673,0.0020000000000000018,0.0018200000000001548,0.00017999999999984695,0.0,0.9100000000000766,0,0,,0,0,0,0,1.164599769946431,1.1622740969718472,1.16482,1.16394,1.16419,0,1
2025-12-08T11:00:00+0700,1.16514,1.16558,1.16482,1.16556,4253,0.0007600000000000939,0.0018399999999999844,0.0007600000000000939,0.0004199999999998649,2.0000000000131024e-05,0.000320000000000098,0.9736842105261466,0,0,,0,0,0,0,1.1646912204277233,1.1624029559141278,1.16482,1.16394,1.16419,0,0
2025-12-08T15:00:00+0700,1.16556,1.16717,1.16475,1.16482,7353,0.0024200000000000887,0.0019121428571428542,0.0024200000000000887,0.0007399999999999629,0.0016100000000001113,7.00000000000145e-05,0.02892561983471567,1,0,,0,0,0,0,1.1647034851488924,1.1624977419567109,1.16482,1.16394,1.16419,0,0
